"DATE ADDED TO CATALOG","PUBMEDID","FIRST AUTHOR","DATE","JOURNAL","LINK","STUDY","DISEASE/TRAIT","INITIAL SAMPLE SIZE","REPLICATION SAMPLE SIZE","REGION","CHR_ID","CHR_POS","REPORTED GENE(S)","MAPPED_GENE","UPSTREAM_GENE_ID","DOWNSTREAM_GENE_ID","SNP_GENE_IDS","UPSTREAM_GENE_DISTANCE","DOWNSTREAM_GENE_DISTANCE","STRONGEST SNP-RISK ALLELE","SNPS","MERGED","SNP_ID_CURRENT","CONTEXT","INTERGENIC","RISK ALLELE FREQUENCY","P-VALUE","PVALUE_MLOG","P-VALUE (TEXT)","OR or BETA","95% CI (TEXT)","PLATFORM [SNPS PASSING QC]","CNV","MAPPED_TRAIT","MAPPED_TRAIT_URI","STUDY ACCESSION","GENOTYPING TECHNOLOGY"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"8q24.21","8","128182395","NR","PVT1","","","ENSG00000249859",NA,NA,"rs11780156-T","rs11780156",0,"11780156","intron_variant",0,"0.16","8E-7",6.09691001300806,"",1.07,"[1.04-1.09]","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"16q12.2","16","53779455","NR","FTO","","","ENSG00000140718",NA,NA,"rs17817449-T","rs17817449",0,"17817449","intron_variant",0,"0.6","7E-13",12.1549019599857,"",1.0752687,"[1.05-1.1]","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"16q23.2","16","80616908","NR","CDYL2","","","ENSG00000166446",NA,NA,"rs13329835-G","rs13329835",0,"13329835","intron_variant",0,"0.22","6E-12",11.2218487496164,"",1.08,"[1.06-1.11]","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"17q22","17","54979110","NR","STXBP4","","","ENSG00000166263",NA,NA,"rs6504950-G","rs6504950",0,"6504950","intron_variant",0,"0.72","8E-9",8.09691001300806,"",1.0638298,"[1.04-1.09]","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"18q11.2","18","26757460","NR","AQP4-AS1","","","ENSG00000260372",NA,NA,"rs527616-G","rs527616",0,"527616","intron_variant",0,"0.62","1E-7",7,"",1.0526316,"[1.03-1.08]","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"18q11.2","18","26990703","NR","CHST9, AQP4-AS1","","","ENSG00000154080, ENSG00000260372",NA,NA,"rs1436904-T","rs1436904",0,"1436904","intron_variant",0,"0.6","5E-6",5.30102999566398,"",1.0416667,"[1.03-1.06]","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"19p13.11","19","18460331","NR","ELL","","","ENSG00000105656",NA,NA,"rs4808801-A","rs4808801",0,"4808801","intron_variant",0,"0.65","6E-14",13.2218487496164,"",1.0752687,"[1.06-1.1]","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"19q13.31","19","43782361","NR","KCNN4 - LYPD5","ENSG00000104783","ENSG00000159871","",1104,3513,"rs3760982-A","rs3760982",0,"3760982","regulatory_region_variant",1,"0.46","9E-7",6.04575749056067,"",1.05,"[1.03-1.07]","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"21q21.1","21","15148511","NR","NRIP1 - CYCSP42","ENSG00000180530","ENSG00000224524","",82575,342019,"rs2823093-G","rs2823093",0,"2823093","intergenic_variant",1,"0.73","2E-12",11.698970004336,"",1.0752687,"[1.05-1.1]","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"22q12.2","22","29225488","NR","EMID1","","","ENSG00000186998",NA,NA,"rs132390-C","rs132390",0,"132390","intron_variant",0,"0.04","4E-7",6.39794000867204,"",1.14,"[1.08-1.2]","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"22q13.1","22","40480230","NR","MRTFA","","","ENSG00000196588",NA,NA,"rs6001930-C","rs6001930",0,"6001930","intron_variant",0,"0.11","4E-14",13.397940008672,"",1.12,"[1.09-1.16]","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2017-11-14,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","15,748 European ancestry cases, 18,084 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls","16q12.2","16","53821379","NR","FTO","","","ENSG00000140718",NA,NA,"rs11075995-A","rs11075995",0,"11075995","intron_variant",0,"0.24","1E-6",6,"",1.04,"[1.02-1.06]","Affymetrix, Illumina [~ 11600000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004950","Genome-wide genotyping array"
2017-11-14,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","15,748 European ancestry cases, 18,084 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls","19p13.11","19","17278895","NR","BABAM1, USHBP1","","","ENSG00000105393, ENSG00000130307",NA,NA,"rs8170-A","rs8170",0,"8170","synonymous_variant",0,"0.19","2E-6",5.69897000433602,"",1.04,"[1.02-1.07]","Affymetrix, Illumina [~ 11600000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004950","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"1q21.1","1","145790097","LOC10028814, NBPF10, RNF115","RNF115","","","ENSG00000265491",NA,NA,"rs12405132-C","rs12405132",0,"12405132","intron_variant",0,"0.64","2E-7",6.69897000433602,"",1.0526316,"","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"1q21.2","1","149955122","intergenic","OTUD7B","","","ENSG00000264522",NA,NA,"rs12048493-C","rs12048493",0,"12048493","intron_variant",0,"0.34","2E-9",8.69897000433602,"",1.07,"[1.05–1.10]","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"1q43","1","241870961","EXO1","EXO1","","","ENSG00000174371",NA,NA,"rs72755295-G","rs72755295",0,"72755295","intron_variant",0,"0.03","3E-7",6.52287874528034,"",1.15,"[1.09–1.22]","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"3p21.31","3","46825376","intergenic","PRSS44P - PRSS42P","ENSG00000226074","ENSG00000178055","",12890,4166,"rs6796502-G","rs6796502",0,"6796502","intergenic_variant",1,"0.81","8E-7",6.09691001300806,"",1.0869565,"","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"5p15.1","5","16187419","intergenic","MARCHF11 - NACAP6","ENSG00000183654","ENSG00000248403","",6657,4669,"rs13162653-G","rs13162653",0,"13162653","intergenic_variant",1,"0.55","2E-6",5.69897000433602,"",1.0526316,"","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"5p13.3","5","32567626","intergenic","SUB1","","","ENSG00000113387",NA,NA,"rs2012709-T","rs2012709",0,"2012709","intron_variant",0,"0.46","2E-6",5.69897000433602,"",1.05,"[1.03–1.08]","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"5q14.2","5","82242227","ATG10","ATG10","","","ENSG00000152348",NA,NA,"rs7707921-A","rs7707921",0,"7707921","intron_variant",0,"0.77","4E-9",8.39794000867204,"",1.0752687,"","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"6p22.1","6","28958443","intergenic","LINC01556 - KRT18P1","ENSG00000231041","ENSG00000226462","",13906,10687,"rs9257408-C","rs9257408",0,"9257408","TF_binding_site_variant",1,"0.38","5E-7",6.30102999566398,"",1.05,"[1.03–1.08]","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"7q32.3","7","130982362","FLJ43663","LINC-PINT","","","ENSG00000231721",NA,NA,"rs4593472-C","rs4593472",0,"4593472","intron_variant",0,"0.65","4E-6",5.39794000867204,"",1.0526316,"","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"8q23.3","8","116197325","LINC00536","LINC00536","","","ENSG00000249917",NA,NA,"rs13267382-A","rs13267382",0,"13267382","intron_variant",0,"0.36","5E-6",5.30102999566398,"",1.05,"[1.03–1.07]","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2019-02-28,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","46,785 European ancestry cases, 42,892 European ancestry controls",NA,"14q32.12","14","92637727","RIN3","RIN3","","","ENSG00000100599",NA,NA,"rs11627032-T","rs11627032",0,"11627032","intron_variant",0,"0.74","1E-6",6,"",1.0638298,"","Affymetrix, Illumina [~ 14000000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST007236","Genome-wide genotyping array"
2017-11-14,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","15,748 European ancestry cases, 18,084 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls","2q31.1","2","173348166","NR","RPS2P18 - CDCA7","ENSG00000231735","ENSG00000144354","",49654,6654,"rs1550623-A","rs1550623",0,"1550623","intron_variant",1,"0.84","1E-6",6,"",1.0526316,"[1.03-1.09]","Affymetrix, Illumina [~ 11600000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004950","Genome-wide genotyping array"
2017-11-14,25751625,"Michailidou K",2015-04-01,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/25751625","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","15,748 European ancestry cases, 18,084 European ancestry controls","46,785 European ancestry cases, 42,892 European ancestry controls","6q25.1","6","151627231","NR","CCDC170 - ESR1","ENSG00000120262","ENSG00000091831","",6038,29460,"rs2046210-A","rs2046210",0,"2046210","regulatory_region_variant",1,"0.34","6E-24",23.2218487496164,"",1.08,"[1.06-1.1]","Affymetrix, Illumina [~ 11600000] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST004950","Genome-wide genotyping array"
2010-10-15,20872241,"Li J",2010-09-26,"Breast Cancer Res Treat","www.ncbi.nlm.nih.gov/pubmed/20872241","A combined analysis of genome-wide association studies in breast cancer.","Breast cancer","2,702 European ancestry female cases, 5,726 European ancestry controls","Up to 7,386 cases, 7,576 controls","16q12.1","16","52552429","TOX3","CASC16","","","ENSG00000249231",NA,NA,"rs3803662-A","rs3803662",0,"3803662","non_coding_transcript_exon_variant",0,"0.30","4E-7",6.39794000867204,"",1.22,"[1.13-1.32]","Illumina [285984]","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST000811","Genome-wide genotyping array"
2010-10-15,20872241,"Li J",2010-09-26,"Breast Cancer Res Treat","www.ncbi.nlm.nih.gov/pubmed/20872241","A combined analysis of genome-wide association studies in breast cancer.","Breast cancer","2,702 European ancestry female cases, 5,726 European ancestry controls","Up to 7,386 cases, 7,576 controls","10q26.13","10","121586676","FGFR2","FGFR2","","","ENSG00000066468",NA,NA,"rs1219648-G","rs1219648",0,"1219648","intron_variant",0,"0.42","2E-13",12.698970004336,"",1.32,"[1.22-1.42]","Illumina [285984]","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST000811","Genome-wide genotyping array"
2013-08-02,23544013,"Couch FJ",2013-03-27,"PLoS Genet","www.ncbi.nlm.nih.gov/pubmed/23544013","Genome-wide association study in BRCA1 mutation carriers identifies novel loci associated with breast and ovarian cancer risk.","Breast Cancer in BRCA1 mutation carriers","1,426 European ancestry cases, 1,301 European ancestry controls","6,031 European ancestry cases, 5,933 European ancestry controls","12p11.22","12","28002147","intergenic","PTHLH - NA","ENSG00000087494","","",29414,NA,"rs10771399-A","rs10771399",0,"10771399","intergenic_variant",1,"0.86","8E-6",5.09691001300806,"",1.18,"[1.1-1.27]","Illumina [2568349] (imputed)","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST001916","Genome-wide genotyping array"
2008-06-16,17529973,"Hunter DJ",2007-05-27,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/17529973","A genome-wide association study identifies alleles in FGFR2 associated with risk of sporadic postmenopausal breast cancer.","Breast cancer","1,145 European ancestry cases, 1,142 European ancestry controls","874 European ancestry cases, 1,478 European ancestry controls, 302 cases, 594 controls","10q26.13","10","121586676","FGFR2","FGFR2","","","ENSG00000066468",NA,NA,"rs1219648-G","rs1219648",0,"1219648","intron_variant",0,"0.40","1E-10",10,"",1.2,"[1.07-1.42]","Illumina [528173]","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST000036","Genome-wide genotyping array"
2009-04-03,19330030,"Thomas G",2009-03-29,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/19330030","A multistage genome-wide association study in breast cancer identifies two new risk alleles at 1p11.2 and 14q24.1 (RAD51L1).","Breast cancer","1,145 European ancestry cases, 1,142 European ancestry controls","8,625 European ancestry cases, 9,657 European ancestry controls","14q24.1","14","68567965","RAD51L1","RAD51B","","","ENSG00000182185",NA,NA,"rs999737-C","rs999737",0,"999737","intron_variant",0,"0.76","2E-7",6.69897000433602,"",1.06,"[1.01-1.14] (Het)","Illumina [528173]","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST000365","Genome-wide genotyping array"
2009-04-03,19330030,"Thomas G",2009-03-29,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/19330030","A multistage genome-wide association study in breast cancer identifies two new risk alleles at 1p11.2 and 14q24.1 (RAD51L1).","Breast cancer","1,145 European ancestry cases, 1,142 European ancestry controls","8,625 European ancestry cases, 9,657 European ancestry controls","2q35","2","217041109","intergenic","LINC01921 - RN7SKP43","ENSG00000223874","ENSG00000251982","",169466,210447,"rs13387042-A","rs13387042",0,"13387042","intergenic_variant",1,"0.51","2E-8",7.69897000433602,"",1.25,"[1.15-1.37] (Het)","Illumina [528173]","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST000365","Genome-wide genotyping array"
2009-04-03,19330030,"Thomas G",2009-03-29,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/19330030","A multistage genome-wide association study in breast cancer identifies two new risk alleles at 1p11.2 and 14q24.1 (RAD51L1).","Breast cancer","1,145 European ancestry cases, 1,142 European ancestry controls","8,625 European ancestry cases, 9,657 European ancestry controls","16q12.1","16","52552429","TOX3","CASC16","","","ENSG00000249231",NA,NA,"rs3803662-T","rs3803662",0,"3803662","non_coding_transcript_exon_variant",0,"0.27","1E-9",9,"",1.16,"[1.07-1.27] (Het)","Illumina [528173]","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST000365","Genome-wide genotyping array"
2009-02-28,19219042,"Zheng W",2009-02-15,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/19219042","Genome-wide association study identifies a new breast cancer susceptibility locus at 6q25.1.","Breast cancer","1,505 Chinese ancestry cases, 1,522 Chinese ancestry controls","5,026 Chinese ancestry cases, 2,476 Chinese ancestry controls, 1,591 European ancestry cases, 1,466 European ancestry controls","6q25.1","6","151627231","ESR1, C6orf97","CCDC170 - ESR1","ENSG00000120262","ENSG00000091831","",6038,29460,"rs2046210-A","rs2046210",0,"2046210","regulatory_region_variant",1,"0.37","2E-15",14.698970004336,"",1.29,"[1.21-1.37]","Affymetrix [up to 607728]","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST000343","Genome-wide genotyping array"
2008-06-16,17529974,"Stacey SN",2007-05-27,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/17529974","Common variants on chromosomes 2q35 and 16q12 confer susceptibility to estrogen receptor-positive breast cancer.","Breast cancer","1,599 European ancestry cases, 11,546 European ancestry controls","2,954 European ancestry cases, 5,967 European ancestry controls, Up to 561 Japanese ancestry cases, Up to 565 Japanese ancestry control, Up to 422 African American cases, Up to 448 African American controls, Up to 418 Hispanic cases, Up to 422 Hispanic controls, Up to 148 cases, Up to 293 controls","2q35","2","217041109","intergenic","LINC01921 - RN7SKP43","ENSG00000223874","ENSG00000251982","",169466,210447,"rs13387042-A","rs13387042",0,"13387042","intergenic_variant",1,"0.50","1E-13",13,"",1.2,"[1.14-1.26]","Illumina [311524]","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST000037","Genome-wide genotyping array"
2008-06-16,17529974,"Stacey SN",2007-05-27,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/17529974","Common variants on chromosomes 2q35 and 16q12 confer susceptibility to estrogen receptor-positive breast cancer.","Breast cancer","1,599 European ancestry cases, 11,546 European ancestry controls","2,954 European ancestry cases, 5,967 European ancestry controls, Up to 561 Japanese ancestry cases, Up to 565 Japanese ancestry control, Up to 422 African American cases, Up to 448 African American controls, Up to 418 Hispanic cases, Up to 422 Hispanic controls, Up to 148 cases, Up to 293 controls","16q12.1","16","52552429","TNRC9","CASC16","","","ENSG00000249231",NA,NA,"rs3803662-T","rs3803662",0,"3803662","non_coding_transcript_exon_variant",0,"0.27","6E-19",18.2218487496164,"",1.28,"[1.21-1.35]","Illumina [311524]","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST000037","Genome-wide genotyping array"
2010-06-02,20453838,"Turnbull C",2010-05-09,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/20453838","Genome-wide association study identifies five new breast cancer susceptibility loci.","Breast cancer","3,659 European ancestry cases, 4,897 European ancestry controls","12,576 European ancestry cases, 12,223 European ancestry controls","5q11.2","5","56736057","MAP3K1","NA - MAP3K1","","ENSG00000095015","",NA,79492,"rs889312-C","rs889312",0,"889312","intergenic_variant",1,"0.28","5E-9",8.30102999566398,"",1.22,"[1.14-1.30]","Illumina [582886]","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST000678","Genome-wide genotyping array"
2010-06-02,20453838,"Turnbull C",2010-05-09,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/20453838","Genome-wide association study identifies five new breast cancer susceptibility loci.","Breast cancer","3,659 European ancestry cases, 4,897 European ancestry controls","12,576 European ancestry cases, 12,223 European ancestry controls","10q26.13","10","121577821","FGFR2","FGFR2","","","ENSG00000066468",NA,NA,"rs2981579-A","rs2981579",0,"2981579","intron_variant",0,"0.42","4E-31",30.397940008672,"",1.43,"[1.35-1.53]","Illumina [582886]","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST000678","Genome-wide genotyping array"
2010-06-02,20453838,"Turnbull C",2010-05-09,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/20453838","Genome-wide association study identifies five new breast cancer susceptibility loci.","Breast cancer","3,659 European ancestry cases, 4,897 European ancestry controls","12,576 European ancestry cases, 12,223 European ancestry controls","10q21.2","10","62518923","ZNF365","ZNF365 - ALDH7A1P4","ENSG00000138311","ENSG00000234489","",38635,222285,"rs10995190-G","rs10995190",0,"10995190","intron_variant",1,"0.85","5E-15",14.301029995664,"",1.16,"[1.10-1.22]","Illumina [582886]","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST000678","Genome-wide genotyping array"
2010-06-02,20453838,"Turnbull C",2010-05-09,"Nat Genet","www.ncbi.nlm.nih.gov/pubmed/20453838","Genome-wide association study identifies five new breast cancer susceptibility loci.","Breast cancer","3,659 European ancestry cases, 4,897 European ancestry controls","12,576 European ancestry cases, 12,223 European ancestry controls","2q35","2","217041109","intergenic","LINC01921 - RN7SKP43","ENSG00000223874","ENSG00000251982","",169466,210447,"rs13387042-A","rs13387042",0,"13387042","intergenic_variant",1,"0.49","2E-10",9.69897000433602,"",1.21,"[1.14-1.29]","Illumina [582886]","N","breast carcinoma","http://www.ebi.ac.uk/efo/EFO_0000305","GCST000678","Genome-wide genotyping array"
